"","Symbol","A12A"
"1","A1BG",6.94742658053536
"2","A1BG-AS1",6.29519421735114
"3","A1CF",11.2711851433474
"4","A2M",16.3554999394337
"5","A2M-AS1",7.35019270327872
"6","A4GALT",11.6721751612109
"7","A4GNT",7.25961562609598
"8","AAAS",11.012943811888
"9","AACS",10.658872200479
"10","AACSP1",7.38013486873612
"11","AADAT",8.46310477282416
"12","AAED1",8.39158190385671
"13","AAGAB",10.7601992056633
"14","AAK1",13.5912423702526
"15","AAMDC",8.91777448488217
"16","AAMP",11.9773441560354
"17","AANAT",5.25980984484953
"18","AAR2",10.7359973139067
"19","AARD",6.12265936830344
"20","AARS",12.8821108226137
"21","AARS2",10.9645666272606
"22","AASDH",9.43402616476065
"23","AASDHPPT",9.51212120658261
"24","AASS",11.670762034977
"25","AATBC",8.20121066131305
"26","AATF",10.94044757112
"27","AATK",9.03159551036246
"28","ABALON",7.63822583683358
"29","ABAT",14.0650577081454
"30","ABCA1",13.3746667624959
"31","ABCA10",9.79596007759321
"32","ABCA11P",8.55545316008528
"33","ABCA12",7.54338293236568
"34","ABCA13",8.56599228723789
"35","ABCA2",12.8039488627443
"36","ABCA3",11.4281727513754
"37","ABCA4",8.40887015784958
"38","ABCA5",10.2445263503285
"39","ABCA6",10.7110657908057
"40","ABCA7",11.4101841640021
"41","ABCA8",11.780837821272
"42","ABCA9",10.1673475634726
"43","ABCB1",12.4789266892618
"44","ABCB10",10.0442378311499
"45","ABCB4",7.00226673294408
"46","ABCB6",10.5901393072673
"47","ABCB7",10.0275453714703
"48","ABCB8",11.4906858955179
"49","ABCB9",9.0647834095207
"50","ABCC1",12.5745813556762
"51","ABCC10",11.8239336154952
"52","ABCC11",2.89238091470032
"53","ABCC2",12.7777715755058
"54","ABCC3",12.7913371668395
"55","ABCC4",12.9341564839935
"56","ABCC5",12.2388093859377
"57","ABCC6",13.0303758333173
"58","ABCC6P1",9.63590284890959
"59","ABCC6P2",8.28512336671035
"60","ABCC8",6.25035536679509
"61","ABCC9",11.2284084140914
"62","ABCD1",10.6354382926482
"63","ABCD2",7.22025484658049
"64","ABCD3",11.6597338328494
"65","ABCD4",12.1746426458833
"66","ABCE1",9.84184301558794
"67","ABCF2",11.3538088337614
"68","ABCF3",11.5557595801825
"69","ABCG1",11.3244934225405
"70","ABCG2",8.22053183151541
"71","ABCG5",5.87064759109359
"72","ABCG8",4.44791847270201
"73","ABHD1",7.30332657546968
"74","ABHD10",10.515490897943
"75","ABHD11",10.9100157487996
"76","ABHD11-AS1",6.70760592747688
"77","ABHD12",11.4375983237613
"78","ABHD13",8.56035490074716
"79","ABHD14A",9.2023387566459
"80","ABHD14B",12.0769469929379
"81","ABHD15",11.2092193617345
"82","ABHD16B",8.85694789480503
"83","ABHD17A",11.1152204252998
"84","ABHD17B",9.42253775352409
"85","ABHD17C",9.12515990436465
"86","ABHD18",9.9508533740837
"87","ABHD2",13.3720924619479
"88","ABHD3",9.10890338030804
"89","ABHD4",11.1960810268905
"90","ABHD5",10.094955938337
"91","ABHD6",11.2068270334917
"92","ABHD8",9.70626022386649
"93","ABI1",11.2123552174152
"94","ABI2",12.1219985365458
