Symbol	B9B
A1BG	6.52816805700076
A1BG-AS1	6.02956272402607
A1CF	12.2490152685001
A2M	15.0353744155022
A2M-AS1	7.4329057699246
A4GALT	11.4931888955331
A4GNT	7.33550200058492
AAAS	11.0657243597244
AACS	10.8382478559775
AACSP1	7.23957239715636
AADAT	8.64571854002473
AAED1	7.82950992874514
AAGAB	10.6267072444118
AAK1	13.6535311519016
AAMDC	9.00328560664274
AAMP	12.2398668964775
AANAT	3.98662674426567
AAR2	10.7050999019124
AARD	5.65445747566031
AARS	12.8698457433007
AARS2	11.0834991853636
AASDH	9.81660710167657
AASDHPPT	9.94908418008419
AASS	12.3729549479925
AATBC	7.95723682961176
AATF	10.8652379617559
AATK	10.0074538263448
ABALON	7.61136499094723
ABAT	14.6680868606464
ABCA1	12.3186085654724
ABCA10	9.4067762889961
ABCA11P	8.43226464778466
ABCA12	5.95283030900749
ABCA13	8.9263880715889
ABCA2	13.0810623129434
ABCA3	11.0634466327639
ABCA4	9.47226972118717
ABCA5	11.0468960845467
ABCA6	9.81942348260796
ABCA7	10.3326032900547
ABCA8	11.1234312591647
ABCA9	9.41567433548551
ABCB1	12.7365829283486
ABCB10	10.3884878329535
ABCB4	6.66044442555065
ABCB6	10.7297741242612
ABCB7	10.3522492860636
ABCB8	11.5523639320098
ABCB9	9.39155629815626
ABCC1	11.9048209827882
ABCC10	11.5279249814567
ABCC11	4.89704291727992
ABCC2	12.9611903269896
ABCC3	12.094095377008
ABCC4	12.4827074083415
ABCC5	11.8886639858909
ABCC6	13.6721010191471
ABCC6P1	9.84354774601315
ABCC6P2	8.76453141694856
ABCC8	6.3480912703069
ABCC9	10.8292559822216
ABCD1	10.1854198173811
ABCD2	6.93693812323593
ABCD3	12.3034111207095
ABCD4	11.9910318109481
ABCE1	10.1622437546162
ABCF2	11.3595567781632
ABCF3	11.7827971371935
ABCG1	10.6393155328543
ABCG2	9.00328560664274
ABCG5	6.72504422999423
ABCG8	6.84388735244757
ABHD1	8.02475649247431
ABHD10	11.3620425110944
ABHD11	10.4888048737147
ABHD11-AS1	6.0870312644394
ABHD12	11.591304337299
ABHD13	8.88266699617023
ABHD14A	10.5208627645714
ABHD14B	12.7516035426821
ABHD15	11.4281727513754
ABHD16B	8.7412600368057
ABHD17A	11.1278590466209
ABHD17B	9.76563714538197
ABHD17C	9.85720888062456
ABHD18	10.3726487182274
ABHD2	13.2349713663443
ABHD3	8.89338636948085
ABHD4	10.8516434800519
ABHD5	9.84354774601315
ABHD6	11.5782590615062
ABHD8	9.98090784872354
ABI1	11.0577292851787
ABI2	12.2495276055185
ABI3	9.77974524871599
ABI3BP	10.8292559822216
ABL1	12.6342331145462
ABL2	11.7390416729979
ABLIM1	13.9702044552023
ABLIM2	9.18069578968612
ABLIM3	11.3609422295515
ABO	10.7818868722766
ABR	12.6135698656354
ABRA	6.49731544701421
ABRACL	8.26040044585086
ABT1	9.42407850762178
ABTB1	10.3094749560035
ABTB2	11.4801191906152
ACAA1	14.1005296305902
ACAA2	13.5912423702526
ACACA	12.2718806823677
ACACB	13.9930119656441
ACAD10	12.3738225712195
ACAD8	11.4758027386405
ACAD9	11.4578079256249
ACADL	10.542325031143
ACADM	12.2707310938359
