Symbol	N13B
A1BG	5.69761951272883
A1BG-AS1	4.87721794927696
A1CF	12.2459740897824
A2M	15.0918696640242
A2M-AS1	7.3023967449249
A4GALT	11.2796074582193
A4GNT	7.21628865223505
AAAS	10.7457929611415
AACS	10.4589091870327
AACSP1	4.37017282867724
AADAT	9.2277395302488
AAED1	8.95483154189557
AAGAB	10.7082894933476
AAK1	13.6493308363374
AAMDC	8.9106464229865
AAMP	12.062464351207
AANAT	5.84043067054976
AAR2	10.3985708772919
AARD	6.52152307990854
AARS	12.6627049838424
AARS2	10.7046566687243
AASDH	9.8940768609725
AASDHPPT	10.2494045934585
AASS	12.7135204008465
AATBC	7.90559654869649
AATF	11.0146733820955
AATK	10.046895961802
ABALON	8.00065069106891
ABAT	14.4203968879381
ABCA1	12.1265537979134
ABCA10	9.53444679219216
ABCA11P	8.16503647567809
ABCA12	6.69677706036059
ABCA13	4.63346797812395
ABCA2	12.3402513884285
ABCA3	10.4467620155372
ABCA4	7.76098426837978
ABCA5	11.9775552627223
ABCA6	9.94194264525009
ABCA7	10.7082894933476
ABCA8	10.9638273651781
ABCA9	9.42382516552409
ABCB1	12.9315051720418
ABCB10	10.0967364083633
ABCB4	8.19742879238929
ABCB6	10.2922912539188
ABCB7	10.4003677348488
ABCB8	11.3154414691334
ABCB9	8.73272865730822
ABCC1	11.4961506975886
ABCC10	10.7673053505272
ABCC11	3.95713407236298
ABCC2	13.5436344159981
ABCC3	10.7749489881493
ABCC4	12.3884379321658
ABCC5	11.8381828243338
ABCC6	13.4422344549143
ABCC6P1	9.09491895839225
ABCC6P2	8.63521399637347
ABCC8	6.30462490922232
ABCC9	10.1942937700422
ABCD1	10.1768278909629
ABCD2	7.37003319941088
ABCD3	12.2888088108847
ABCD4	11.9455088463492
ABCE1	10.5032143140135
ABCF2	11.0938868946747
ABCF3	11.6243039635698
ABCG1	10.412917361088
ABCG2	9.06133660018293
ABCG5	4.87721794927696
ABCG8	3.7957252102772
ABHD1	7.18468708711782
ABHD10	11.1936283306267
ABHD11	11.0622176010577
ABHD11-AS1	7.57172563256792
ABHD12	11.238159483536
ABHD13	9.49339404092699
ABHD14A	9.33239139994356
ABHD14B	12.3013218846924
ABHD15	11.1195277387625
ABHD16B	8.48624591439198
ABHD17A	10.7689264650723
ABHD17B	9.90945041788292
ABHD17C	9.46098407075139
ABHD18	10.4201332194554
ABHD2	13.2489404704436
ABHD3	9.49339404092699
ABHD4	11.1714241774864
ABHD5	10.3363030679739
ABHD6	11.4058698276908
ABHD8	9.39542806423828
ABI1	11.3189512563944
ABI2	12.2068728855517
ABI3	9.36551061554453
ABI3BP	11.3604841976228
ABL1	12.8677765005034
ABL2	11.7421837072869
ABLIM1	13.8885506405541
ABLIM2	9.91859236321486
ABLIM3	11.8344537809113
ABO	9.0535878032594
ABR	12.5641887573497
ABRA	5.49528730858434
ABRACL	9.07501548712585
ABT1	9.35019523839885
ABTB1	10.4493862299829
ABTB2	12.0023371058389
ACAA1	13.7274304066382
ACAA2	13.4818558495553
ACACA	11.6192179187682
ACACB	13.3162508157323
ACAD10	12.3727359278546
ACAD8	11.1773591679384
ACAD9	11.3805718621051
ACADL	10.6049208223537
ACADM	12.5080283685964
ACADS	11.6192179187682
ACADSB	13.5270156161505
ACADVL	14.3869850260397
ACAN	9.06964584295708
ACAP1	9.70263442803828
ACAP2	11.0771637630108
ACAP3	11.4521061751861
ACAT1	13.7419602967609
ACAT2	9.52201202817142
ACBD3	11.1351552901642
ACBD4	11.018051391478
ACBD5	11.6942085940753
ACBD6	9.87662078076267
ACCS	10.7284345856827
ACD	9.37290736040313
ACE	12.3087635715612
ACE2	13.081950884836
ACER2	9.1592271002707
ACER3	10.6261844930838
ACHE	7.7285614064927
ACIN1	12.9667453120015
ACKR1	8.02043630870008
ACKR2	7.63701330352237
ACKR3	9.73454439304776
ACKR4	7.47348010898592
ACLY	13.5402352659483
ACMSD	11.7253706756338
ACO1	14.0073544495747
ACO2	14.0304254684176
ACOT1	9.17324015262655
ACOT11	11.6518593163647
ACOT12	8.69356210331052
ACOT13	11.2590928118691
ACOT2	11.4207555539779
ACOT4	9.47017767325415
ACOT6	6.88590331660133
ACOT7	11.7573433696326
ACOT8	9.51250892000801
ACOT9	10.8010840094177
ACOX1	13.8337569470427
ACOX2	12.4301360314872
ACOX3	10.7262765458697
ACOXL	4.75550555120432
ACP1	11.1789292165827
ACP2	11.1621361161418
ACP5	12.8334439901274
ACP6	10.4400387198044
ACPP	10.11442782478
ACPT	6.10803070706411
ACRBP	7.44377884662603
ACSBG1	6.19018973631344
ACSBG2	6.46922261996001
ACSF2	14.4357697836247
ACSF3	11.1648838280905
ACSL1	14.2703705528664
ACSL3	11.483485534991
ACSL4	12.3140346147381
ACSL5	9.83327438164446
ACSL6	8.40493285612166
ACSM1	7.51804875195596
ACSM2A	14.9417795382849
ACSM2B	14.7091466046544
ACSM3	11.450632530731
ACSM5	11.379694867023
ACSM6	7.44377884662603
ACSS1	12.1283547217379
ACSS2	13.1267337320355
ACSS3	11.991666979523
ACTA1	3.95713407236298
ACTA2	11.0719732917609
ACTA2-AS1	5.69761951272883
ACTB	16.6807203382782
ACTC1	5.3574686355998
ACTG1	15.9090009349879
ACTG1P20	8.00886844637589
