Symbol	B8B
A1BG	7.05030758884932
A1BG-AS1	5.59888303335411
A1CF	11.9533799001874
A2M	15.0552462761831
A2M-AS1	7.55653656838619
A4GALT	11.3399141010532
A4GNT	5.97447858764846
AAAS	11.0798642547987
AACS	10.7425523193186
AACSP1	5.66312788014551
AADAT	8.62571947023351
AAED1	8.01581918287621
AAGAB	10.8089550529186
AAK1	13.4993898888959
AAMDC	9.59014622732657
AAMP	12.5825671074408
AANAT	4.52625290909202
AAR2	10.8510509163381
AARD	6.19278653233282
AARS	12.5272710507906
AARS2	10.8264271619661
AASDH	9.49509895043771
AASDHPPT	9.67613466110942
AASS	12.0871288039921
AATBC	7.11928274119027
AATF	10.8107487366879
AATK	9.06112291968143
ABALON	8.12200043290422
ABAT	14.0073544495747
ABCA1	12.7940191467317
ABCA10	9.94707775369474
ABCA11P	8.46448738541174
ABCA12	5.10727771339942
ABCA13	8.83838998483322
ABCA2	12.6430726722301
ABCA3	10.6938455459651
ABCA4	9.06996127060928
ABCA5	10.8914061597327
ABCA6	10.4050227107782
ABCA7	9.910917680533
ABCA8	11.4246900269043
ABCA9	9.8707785435508
ABCB1	12.4111030382475
ABCB10	10.3724021567247
ABCB4	7.42212537651483
ABCB6	10.5768645023155
ABCB7	10.3086476795276
ABCB8	11.4277691620837
ABCB9	9.11132422356161
ABCC1	11.3747905597505
ABCC10	11.0475206920086
ABCC11	4.30655368437866
ABCC2	12.9830486998251
ABCC3	11.7388664867613
ABCC4	12.7380359067297
ABCC5	12.0355360124944
ABCC6	13.1396826358862
ABCC6P1	9.75775632578472
ABCC6P2	9.24175892940041
ABCC8	7.28108325257742
ABCC9	11.5057077349797
ABCD1	9.7788336878419
ABCD2	7.52744652898049
ABCD3	11.8054565338405
ABCD4	11.9622776833112
ABCE1	9.5733141493789
ABCF2	11.1480378525765
ABCF3	11.6909218955102
ABCG1	10.2900845763693
ABCG2	9.20429658090072
ABCG5	6.6837821911627
ABCG8	6.03183143961119
ABHD1	7.62930615677202
ABHD10	11.3094515238433
ABHD11	10.4006957921162
ABHD11-AS1	5.18992350047782
ABHD12	11.916666243727
ABHD13	8.87800862370267
ABHD14A	11.0191008161991
ABHD14B	12.8556863475447
ABHD15	11.4500498097895
ABHD16B	8.38125146835163
ABHD17A	11.5045835393987
ABHD17B	9.47428609093497
ABHD17C	9.50643400463931
ABHD18	10.1978666273153
ABHD2	13.1676594224747
ABHD3	9.03109022539601
ABHD4	10.9815619247733
ABHD5	9.8168961014239
ABHD6	11.5025588946656
ABHD8	10.2138533410045
ABI1	11.0002386887729
ABI2	12.4207488024725
ABI3	9.57168107454033
ABI3BP	10.4294373289438
ABL1	12.5832214291105
ABL2	11.9586500958444
ABLIM1	13.94813453752
ABLIM2	9.83065044389111
ABLIM3	11.1920115299939
ABO	10.0879743283197
ABR	12.271017423361
ABRA	6.66667328766125
ABRACL	9.00158458645813
ABT1	10.1030791722857
ABTB1	10.7482362150445
ABTB2	10.880382353175
ACAA1	15.0170102008244
ACAA2	13.7454957850603
ACACA	12.1711975219598
ACACB	13.8315472458001
ACAD10	11.9919288472275
ACAD8	11.5510060674469
ACAD9	11.5619582636477
ACADL	10.0753296773089
ACADM	12.0017101606616
ACADS	12.3466498880968
ACADSB	13.2834632214621
ACADVL	14.5167481476032
ACAN	7.73796779995114
ACAP1	9.84309844629814
ACAP2	10.8314698113416
ACAP3	11.1197833689041
ACAT1	13.3923647504359
ACAT2	9.48100634167398
ACBD3	10.5978847799344
ACBD4	11.702978461388
ACBD5	11.3059292997172
ACBD6	10.3045538937575
ACCS	10.4026038515843
ACD	9.63825395610299
ACE	11.2228537111894
ACE2	12.5017409828679
ACER2	8.77894092270112
ACER3	10.2988671286729
ACHE	7.81270809866551
ACIN1	12.6572741917468
ACKR1	7.56776338001713
ACKR2	7.55653656838619
ACKR3	8.78720950779717
ACKR4	7.70778872073407
ACLY	13.2040581788994
ACMSD	12.3558894000523
ACO1	13.5009003098848
ACO2	13.8225296538807
ACOT1	9.40995745106454
ACOT11	12.128097231741
ACOT12	8.47031053211848
ACOT13	11.4368099328681
ACOT2	11.812111452833
ACOT4	10.1273201815867
ACOT6	7.77333708067275
ACOT7	12.2927767165541
