Symbol	N7B
A1BG	6.41721785663202
A1BG-AS1	5.51242342785371
A1CF	12.568520109092
A2M	15.0080339814357
A2M-AS1	7.53275711507447
A4GALT	11.1904653076471
A4GNT	6.23473351043771
AAAS	11.0687863993688
AACS	10.5687719527469
AACSP1	6.38966236832882
AADAT	8.6735441031278
AAED1	8.10413213018952
AAGAB	10.7431115169866
AAK1	13.4333834181172
AAMDC	9.19841957426748
AAMP	11.967418669785
AANAT	5.20296520040038
AAR2	10.66241215669
AARD	6.11160395756596
AARS	12.8730881554521
AARS2	10.93425830205
AASDH	10.102128095942
AASDHPPT	10.3898416734215
AASS	12.1221894724412
AATBC	7.89682431522115
AATF	10.9751158128333
AATK	8.75143045550394
ABALON	7.94902262568519
ABAT	14.6061830428715
ABCA1	12.4317733728183
ABCA10	9.8940768609725
ABCA11P	8.3489584950991
ABCA12	6.07804667951952
ABCA13	4.31693593700561
ABCA2	12.7195487186234
ABCA3	10.8032750758968
ABCA4	8.22157478912806
ABCA5	11.773593785006
ABCA6	10.355856779626
ABCA7	10.66241215669
ABCA8	11.476477718718
ABCA9	9.80228391310404
ABCB1	13.076519220868
ABCB10	10.2935022171001
ABCB4	7.06119648362791
ABCB6	10.6058616404327
ABCB7	10.5297379764427
ABCB8	11.4961506975886
ABCB9	8.93577944564906
ABCC1	11.5338835829137
ABCC10	11.2271928187909
ABCC11	5.20296520040038
ABCC2	13.4481500981785
ABCC3	11.4013655576832
ABCC4	12.7388603107377
ABCC5	12.0334016297054
ABCC6	13.8647845188628
ABCC6P1	10.2899721728826
ABCC6P2	8.89244918806239
ABCC8	6.00246974065092
ABCC9	10.0062852608619
ABCD1	10.2323982692732
ABCD2	7.30126807319694
ABCD3	12.3682327781222
ABCD4	12.2596947282933
ABCE1	10.2225740605263
ABCF2	11.1130073952914
ABCF3	11.545395441171
ABCG1	9.95890475342176
ABCG2	8.98256207883721
ABCG5	6.49416408359743
ABCG8	4.01091621465792
ABHD1	7.58096703216849
ABHD10	11.2452026723901
ABHD11	10.7240490104776
ABHD11-AS1	7.9389522879658
ABHD12	11.2925669680776
ABHD13	9.14157749606893
ABHD14A	9.44093399977832
ABHD14B	12.5609801325469
ABHD15	11.3301870336512
ABHD16B	8.90034948406638
ABHD17A	10.7337077866499
ABHD17B	9.79402249377915
ABHD17C	9.7033540495644
ABHD18	10.4099412449725
ABHD2	13.3167185865924
ABHD3	9.10797168719328
ABHD4	11.1960810268905
ABHD5	9.96652061291936
ABHD6	11.8440795376111
ABHD8	9.85164609560041
ABI1	11.3859799726081
ABI2	12.3195298514011
ABI3	8.40316148928343
ABI3BP	10.9740991140538
ABL1	12.7345974065831
ABL2	11.6231778419086
ABLIM1	13.7843326660582
ABLIM2	9.4645748360933
ABLIM3	12.1814665581085
ABO	11.1210751275926
ABR	11.7310432345231
ABRA	6.03717310730517
ABRACL	8.8305692049717
ABT1	9.52850348236496
ABTB1	10.7707905535659
ABTB2	10.8516434800519
ACAA1	13.9285851713464
ACAA2	13.7989955873688
ACACA	11.5421071790811
ACACB	13.4422344549143
ACAD10	12.5655291900685
ACAD8	11.4583409350895
ACAD9	11.4546282536024
ACADL	10.9638273651781
ACADM	12.772124614508
ACADS	11.878575401842
ACADSB	14.0884074396148
ACADVL	14.3869850260397
ACAN	8.95377542000148
ACAP1	9.66054397585527
ACAP2	11.053714738517
ACAP3	11.4691081719695
ACAT1	14.0041979501042
ACAT2	9.09361095962148
ACBD3	10.7916656311434
ACBD4	11.591846979303
ACBD5	11.6800012757236
ACBD6	10.0838061523652
ACCS	11.5063324975125
